"ID_CARRETA","DESCRICAO_CARRETA","CHASSI_VIN","PLACA","COD_MONTADORA","COD_MODELO","ANO_MODELO","DATA_ENTRADA_SERVICO","EIXOS","COMPRIMENTO","FLAG_REFRIGERADO","COD_CLASSE","CLASSE","IDADE_CLASSE_DE","IDADE_CLASSE_ATE","COD_GRUPO_MANUTENCAO","GRUPO_MANUTENCAO","STATUS_EQUIPAMENTO"
13575390,"53' T/A 4000DX VAN","1UYVS2530FG076835","Y8812A","UTLTY","",2015,2014-03-10T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590615,"53' T/A 4000DX VAN","1UYVS2539FG077224","T6522J","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
13590616,"53' T/A 4000DX VAN","1UYVS2530FG077225","X4959M","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590617,"53' T/A 4000DX VAN","1UYVS2532FG077226","P2938S","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590618,"53' T/A 4000DX VAN","1UYVS2536FG077228","W4292H","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13590619,"53' T/A 4000DX VAN W PINTLE HOOK","1UYVS2538FG077229","T6498J","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590620,"53' T/A 4000DX VAN W PINTLE HOOK","1UYVS2534FG077230","T6707J","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590621,"53' T/A 4000DX VAN","1UYVS2536FG077231","Z2948L","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590622,"53' T/A 4000DX VAN","1UYVS2531FG077234","Z7249K","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590623,"53' T/A 4000DX VAN W PINTLE HOOK","1UYVS2533FG077235","T6878J","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590624,"53' T/A 4000DX VAN W PINTLE HOOK","1UYVS2535FG077236","T1602T","UTLTY","",2015,2014-04-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590625,"53' T/A 4000DX VAN","1UYVS2533FG077011","T6520J","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
13590626,"53' T/A 4000DX VAN","1UYVS2539FG077014","T1992A","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590627,"53' T/A 4000DX VAN","1UYVS2532FG077016","Z6190M","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590628,"53' T/A 4000DX VAN","1UYVS2538FG077019","S7704V","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590629,"53' T/A 4000DX VAN","1UYVS2534FG077020","T1991A","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590630,"53' T/A 4000DX VAN","1UYVS2536FG077021","T1990A","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590631,"53' T/A 4000DX VAN","1UYVS2533FG077025","AD215Z","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Available"
13590632,"53' T/A 4000DX VAN","1UYVS2535FG077026","T8844C","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13590633,"53' T/A 4000DX VAN","1UYVS2530FG077032","S7716Y","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13590634,"53' T/A 4000DX VAN","1UYVS2532FG077033","L2120V","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13603638,"53' T/A PLATE VAN","1JJV532DXFL868563","5WF147","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13603639,"53' T/A PLATE VAN","1JJV532D1FL868564","5VF289","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13603640,"53' T/A PLATE VAN","1JJV532D3FL868565","5VF360","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13603641,"53' T/A PLATE VAN","1JJV532D5FL868566","5VF297","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13603642,"53' T/A PLATE VAN","1JJV532D7FL868567","79382K","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13603643,"53' T/A PLATE VAN","1JJV532D9FL868568","Y5913S","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13603644,"53' T/A PLATE VAN","1JJV532D0FL868569","5VD291","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13603645,"53' T/A PLATE VAN","1JJV532D7FL868570","5VF296","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13603646,"53' T/A PLATE VAN","1JJV532D9FL868571","5VF298","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13603648,"53' T/A PLATE VAN","1JJV532D2FL868573","5VF292","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13603649,"53' T/A PLATE VAN","1JJV532D4FL868574","5VF359","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13603650,"53' T/A PLATE VAN","1JJV532D6FL868575","79383K","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"C1","C1 - 365","On Rent"
13603651,"53' T/A PLATE VAN","1JJV532D8FL868576","Y4291T","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13603652,"53' T/A PLATE VAN","1JJV532DXFL868577","5VF295","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13603654,"53' T/A PLATE VAN","1JJV532D3FL868579","Z6573L","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13603655,"53' T/A PLATE VAN","1JJV532DXFL868580","5VF299","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
13603656,"53' T/A PLATE VAN","1JJV532D1FL868581","5VF294","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
13603657,"53' T/A PLATE VAN","1JJV532D3FL868582","5VF373","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073587,"53' T/A PLATE VAN","1JJV532D8FL872031","88443K","WABASH","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
14073588,"53' T/A PLATE VAN","1DW1A5327FB557801","X4960M","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073589,"53' T/A PLATE VAN","1DW1A5329FB557802","Z6553L","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073590,"53' T/A PLATE VAN","1DW1A5320FB557803","X4961M","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073591,"53' T/A PLATE VAN","1DW1A5322FB557804","V2017N","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073592,"53' T/A PLATE VAN","1DW1A5324FB557805","AD219Z","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
14073593,"53' T/A PLATE VAN","1DW1A5326FB557806","V2016N","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073594,"53' T/A PLATE VAN","1DW1A5328FB557807","X3467R","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073595,"53' T/A PLATE VAN","1DW1A532XFB557808","X8596P","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073596,"53' T/A PLATE VAN","1DW1A5321FB557809","Y5244L","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073597,"53' T/A PLATE VAN","1DW1A5328FB557810","X3466R","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073598,"53' T/A PLATE VAN","1DW1A532XFB557811","W8345F","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073599,"53' T/A PLATE VAN","1DW1A5321FB557812","X4963M","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073600,"53' T/A PLATE VAN","1DW1A5323FB557813","Y5245L","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073601,"53' T/A PLATE VAN","1DW1A5325FB557814","X4966M","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073602,"53' T/A PLATE VAN","1DW1A5327FB557815","V2002N","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073603,"53' T/A PLATE VAN","1DW1A5329FB557816","V7132T","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14073604,"53' T/A PLATE VAN","1DW1A5320FB557817","X5082T","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
14073605,"53' T/A PLATE VAN","1DW1A5322FB557818","AD214Z","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Available"
14073606,"53' T/A PLATE VAN","1DW1A5324FB557819","V9130K","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14178482,"53' T/A PLATE VAN","1DW1A5320FB557820","X3465R","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14244689,"53' TRIDEM FLATBED","1GRDM0633EH723220","6XY397","GRTDNE","",2014,2014-03-27T00:00:00,3,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
14244690,"53' TRIDEM FLATBED","1GRDM0635EH723221","6XY392","GRTDNE","",2014,2014-03-26T00:00:00,3,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
14244691,"53' TRIDEM FLATBED","1GRDM0637EH723222","68643K","GRTDNE","",2014,2014-03-27T00:00:00,3,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14244692,"53' TRIDEM FLATBED","1GRDM0631EH721286","62335K","GRTDNE","",2014,2014-03-27T00:00:00,3,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14244693,"53' TRIDEM FLATBED","1GRDM0633EH721287","68654K","GRTDNE","",2014,2014-04-04T00:00:00,3,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14244694,"53' TRIDEM FLATBED","1GRDM0635EH721288","68656K","GRTDNE","",2014,2014-04-04T00:00:00,3,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14244695,"53' TRIDEM FLATBED","1GRDM0633EH723217","AA406F","GRTDNE","",2014,2014-03-27T00:00:00,3,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14244696,"53' TRIDEM FLATBED","1GRDM0635EH723218","6XY393","GRTDNE","",2014,2014-03-27T00:00:00,3,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
14244697,"53' TRIDEM FLATBED","1GRDM0637EH723219","6XY395","GRTDNE","",2014,2014-03-21T00:00:00,3,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
14244698,"53' TRIDEM STEP DECK","1GRDM0631EH722244","6HX196","GRTDNE","",2014,2014-03-27T00:00:00,3,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Available"
14443248,"53' T/A INSULATED DRY VAN W TAILGATE","2M5921610F1148197","Z6088P","MANAC","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Available"
14443249,"53' T/A HEATER VAN","2M5921612F1148198","T8804C","MANAC","",2015,,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
14443250,"53' T/A HEATER VAN W/TAILGATE","2M5921614F1148199","T8803C","MANAC","",2015,,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14443251,"53' T/A HEATER VAN","2M5921617F1148200","T8802C","MANAC","",2015,,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
14446031,"53' T/A DRY VAN","2M5921619F1148201","Z6238P","MANAC","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14446032,"53' T/A DRY VAN","2M5921610F1148202","Z6204P","MANAC","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
14451282,"53' T/A REEFER VAN","1UYVS2533FM078015","L3103N","UTLTY","",2015,2014-04-02T00:00:00,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
14451283,"53' T/A REEFER VAN","1UYVS2533FM078709","L2479V","UTLTY","",2015,2014-07-09T00:00:00,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
15158723,"53' T/A DRY VAN","1GRAA0622FT595845","Z8544J","GRTDNE","",2015,2014-04-29T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
15158724,"53' T/A DRY VAN","1GRAA0624FT595846","Z8437J","GRTDNE","",2015,2014-04-29T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
15158725,"53' T/A DRY VAN","1GRAA0626FT595847","Z6757M","GRTDNE","",2015,2014-04-29T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
15158726,"53' T/A DRY VAN","1GRAA0628FT595848","Z8545J","GRTDNE","",2015,2014-04-29T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
15158727,"53' T/A DRY VAN","1GRAA062XFT595852","Z8479J","GRTDNE","",2015,2014-04-28T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
15158728,"53' T/A DRY VAN","1GRAA0621FT595853","Z8480J","GRTDNE","",2015,2014-04-28T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
15634203,"T/A ""A"" DOLLY CONVERTER","2TX3FJ148FD160001","S7737Y","ITD","",2015,,2,"","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
15636609,"48' T/A  REEFER VAN","1UYVS2485FM308201","T1838T","UTLTY","",2015,2014-08-20T00:00:00,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017460,"53' T/A 4000DX VAN","1UYVS2534FG077034","Z9964P","UTLTY","",2015,2014-06-05T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16017461,"53' T/A 4000DX VAN","1UYVS2538FG077036","T6518J","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16017462,"53' T/A 4000DX VAN","1UYVS2531FG077038","Z8921N","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017463,"53' T/A 4000DX VAN","1UYVS2535FG077043","Z6152Z","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017464,"53' T/A 4000DX VAN","1UYVS2532FG077047","Y5025W","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017465,"53' T/A 4000DX VAN","1UYVS2534FG077048","T6515J","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16017466,"53' T/A 4000DX VAN","1UYVS2536FG077049","T6516J","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16017467,"53' T/A 4000DX VAN","1UYVS2530FG077208","Z6189M","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017468,"53' T/A 4000DX VAN","1UYVS2534FG077227","W8818M","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017469,"53' T/A 4000DX VAN","1UYVS253XFG077233","AD237Z","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017470,"53' T/A 4000DX VAN","1UYVS2530FG077239","T6517J","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16017471,"53' T/A 4000DX VAN","1UYVS253XFG175307","T8838C","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017472,"53' T/A 4000DX VAN","1UYVS2531FG175308","Z6153Z","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017473,"53' T/A 4000DX VAN","1UYVS2533FG175309","S2237X","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017474,"53' T/A 4000DX VAN","1UYVS2539FG175315","Z6664K","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017475,"53' T/A 4000DX VAN","1UYVS2530FP174201","S7733Y","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017476,"53' T/A 4000DX VAN","1UYVS2532FP174202","T6524J","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16017477,"53' T/A 4000DX VAN","1UYVS2534FP174203","T8836C","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017478,"53' T/A 4000DX VAN","1UYVS2536FP174204","AE498J","UTLTY","",2015,2014-06-30T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017479,"53' T/A 4000DX VAN","1UYVS2538FP174205","S7700V","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017480,"53' T/A 4000DX VAN","1UYVS253XFP174206","S7702V","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017481,"53' T/A 4000DX VAN","1UYVS2531FP174207","S1917K","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017482,"53' T/A 4000DX VAN","1UYVS2533FP174208","S4831S","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017483,"53' T/A 4000DX VAN","1UYVS2535FP174209","Z8589Z","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017486,"53' T/A 4000DX VAN","1UYVS2531FP174210","T6514J","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16017487,"53' T/A 4000DX VAN","1UYVS2533FP174211","S7717Y","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017488,"53' T/A 4000DX VAN","1UYVS2535FP174212","Y8762A","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017489,"53' T/A 4000DX VAN","1UYVS2537FP174213","S7651V","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017490,"53' T/A 4000DX VAN","1UYVS2539FP174214","S7801V","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017491,"53' T/A 4000DX VAN","1UYVS2530FP174215","S4725S","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017492,"53' T/A 4000DX VAN","1UYVS2532FP174216","S2684Y","UTLTY","",2015,2014-06-24T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017493,"53' T/A 4000DX VAN","1UYVS2534FP174217","T6513J","UTLTY","",2015,2014-06-24T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16017494,"53' T/A 4000DX VAN","1UYVS2536FP174218","X8598P","UTLTY","",2015,2014-06-24T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017495,"53' T/A 4000DX VAN","1UYVS2538FP174219","Y8893A","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017496,"53' T/A 4000DX VAN","1UYVS2536FP174221","S7768Y","UTLTY","",2015,2014-06-24T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017497,"53' T/A 4000DX VAN","1UYVS2534FP174220","T8832C","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017498,"53' T/A 4000DX VAN","1UYVS2538FP174222","Y8894A","UTLTY","",2015,2014-06-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16017499,"53' T/A 4000DX VAN","1UYVS253XFP174223","T6512J","UTLTY","",2015,2014-06-24T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16017500,"53' T/A 4000DX VAN","1UYVS2531FP174224","Z5081R","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16017501,"53' T/A 4000DX VAN","1UYVS2533FP174225","Z6151Z","UTLTY","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16175830,"53' T/A HEATER VAN","1JJV532B5FL888010","R5114Z","WABASH","",2015,,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16175831,"53' T/A HEATER VAN","1JJV532B7FL888011","R5115Z","WABASH","",2015,,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16175832,"53' T/A HEATER VAN","1JJV532B9FL888012","R5113Z","WABASH","",2015,,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16175833,"53' T/A HEATER VAN","1JJV532B0FL888013","R5112Z","WABASH","",2015,,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16175834,"53' T/A HEATER VAN","1JJV532B2FL888014","5RX874","WABASH","",2015,,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16175835,"53' T/A HEATER VAN","1JJV532B4FL888015","5RX875","WABASH","",2015,,2,"53","Y","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16704671,"53' T/A PLATE VAN","1DW1A5329EB520201","T8826C","STGHTN","",2015,2014-06-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16704672,"53' T/A PLATE VAN","1DW1A5322EB520203","T8825C","STGHTN","",2015,2014-06-26T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16704673,"53' T/A PLATE VAN","1DW1A5320EB520202","T6510J","STGHTN","",2015,,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16704674,"53' T/A PLATE VAN","1DW1A5324EB520204","T6511J","STGHTN","",2015,2014-06-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Net Lease"
16704675,"53' T/A PLATE VAN","1DW1A5326EB520205","AD213Z","STGHTN","",2015,2014-06-26T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16704676,"53' T/A PLATE VAN","1DW1A5328EB520206","T6931J","STGHTN","",2015,2014-07-15T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16704677,"53' T/A PLATE VAN","1DW1A532XEB520207","S7639Y","STGHTN","",2015,2014-06-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16704678,"53' T/A PLATE VAN","1DW1A5321EB520208","T3129M","STGHTN","",2015,2014-06-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16704679,"53' T/A PLATE VAN","1DW1A5323EB520209","T6932J","STGHTN","",2015,2014-06-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16704680,"53' T/A PLATE VAN","1DW1A532XEB520210","T8820C","STGHTN","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16704681,"53' T/A PLATE VAN","1DW1A5321EB520211","Y8811A","STGHTN","",2015,2014-06-25T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16704682,"53' T/A PLATE VAN","1DW1A5323EB520212","S7622Y","STGHTN","",2015,2014-06-27T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16704683,"53' T/A PLATE VAN","1DW1A5325EB520213","S7621Y","STGHTN","",2015,2014-07-03T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","On Rent"
16704684,"53' T/A PLATE VAN","1DW1A5327EB520214","Y3769B","STGHTN","",2015,2014-07-02T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
16704685,"53' T/A PLATE VAN","1DW1A5329EB520215","T8819C","STGHTN","",2015,2014-07-11T00:00:00,2,"53","N","CITY","City Trailers (Class 2)",8,12,"","","Maintenance Lease"
