ID_CARRETA,motivo
466125605,sem_ordem_de_servico_no_periodo_2020_2025
466125606,sem_ordem_de_servico_no_periodo_2020_2025
466125607,sem_ordem_de_servico_no_periodo_2020_2025
466125608,sem_ordem_de_servico_no_periodo_2020_2025
466125609,sem_ordem_de_servico_no_periodo_2020_2025
466125610,sem_ordem_de_servico_no_periodo_2020_2025
466125611,sem_ordem_de_servico_no_periodo_2020_2025
466125612,sem_ordem_de_servico_no_periodo_2020_2025
466125613,sem_ordem_de_servico_no_periodo_2020_2025
466125614,sem_ordem_de_servico_no_periodo_2020_2025
466125615,sem_ordem_de_servico_no_periodo_2020_2025
466125616,sem_ordem_de_servico_no_periodo_2020_2025
466125617,sem_ordem_de_servico_no_periodo_2020_2025
466125618,sem_ordem_de_servico_no_periodo_2020_2025
466125619,sem_ordem_de_servico_no_periodo_2020_2025
466125620,sem_ordem_de_servico_no_periodo_2020_2025
466125621,sem_ordem_de_servico_no_periodo_2020_2025
466125622,sem_ordem_de_servico_no_periodo_2020_2025
466125623,sem_ordem_de_servico_no_periodo_2020_2025
466125624,sem_ordem_de_servico_no_periodo_2020_2025
466125625,sem_ordem_de_servico_no_periodo_2020_2025
466125626,sem_ordem_de_servico_no_periodo_2020_2025
466125627,sem_ordem_de_servico_no_periodo_2020_2025
466125628,sem_ordem_de_servico_no_periodo_2020_2025
466125629,sem_ordem_de_servico_no_periodo_2020_2025
466125630,sem_ordem_de_servico_no_periodo_2020_2025
466125631,sem_ordem_de_servico_no_periodo_2020_2025
466125632,sem_ordem_de_servico_no_periodo_2020_2025
466125633,sem_ordem_de_servico_no_periodo_2020_2025
466125634,sem_ordem_de_servico_no_periodo_2020_2025
466125635,sem_ordem_de_servico_no_periodo_2020_2025
466125636,sem_ordem_de_servico_no_periodo_2020_2025
466125637,sem_ordem_de_servico_no_periodo_2020_2025
466125638,sem_ordem_de_servico_no_periodo_2020_2025
466125640,sem_ordem_de_servico_no_periodo_2020_2025
466125641,sem_ordem_de_servico_no_periodo_2020_2025
466125642,sem_ordem_de_servico_no_periodo_2020_2025
466125643,sem_ordem_de_servico_no_periodo_2020_2025
466125645,sem_ordem_de_servico_no_periodo_2020_2025
466125646,sem_ordem_de_servico_no_periodo_2020_2025
466125649,sem_ordem_de_servico_no_periodo_2020_2025
466125650,sem_ordem_de_servico_no_periodo_2020_2025
466125651,sem_ordem_de_servico_no_periodo_2020_2025
466125652,sem_ordem_de_servico_no_periodo_2020_2025
466125653,sem_ordem_de_servico_no_periodo_2020_2025
466125654,sem_ordem_de_servico_no_periodo_2020_2025
466125655,sem_ordem_de_servico_no_periodo_2020_2025
466125656,sem_ordem_de_servico_no_periodo_2020_2025
466125657,sem_ordem_de_servico_no_periodo_2020_2025
466125658,sem_ordem_de_servico_no_periodo_2020_2025
466125659,sem_ordem_de_servico_no_periodo_2020_2025
466125660,sem_ordem_de_servico_no_periodo_2020_2025
466125662,sem_ordem_de_servico_no_periodo_2020_2025
466125663,sem_ordem_de_servico_no_periodo_2020_2025
466125664,sem_ordem_de_servico_no_periodo_2020_2025
466125665,sem_ordem_de_servico_no_periodo_2020_2025
466125666,sem_ordem_de_servico_no_periodo_2020_2025
466125667,sem_ordem_de_servico_no_periodo_2020_2025
466125668,sem_ordem_de_servico_no_periodo_2020_2025
466125669,sem_ordem_de_servico_no_periodo_2020_2025
466125670,sem_ordem_de_servico_no_periodo_2020_2025
466125671,sem_ordem_de_servico_no_periodo_2020_2025
466125672,sem_ordem_de_servico_no_periodo_2020_2025
466125673,sem_ordem_de_servico_no_periodo_2020_2025
466125674,sem_ordem_de_servico_no_periodo_2020_2025
466125675,sem_ordem_de_servico_no_periodo_2020_2025
466125676,sem_ordem_de_servico_no_periodo_2020_2025
466125677,sem_ordem_de_servico_no_periodo_2020_2025
466125678,sem_ordem_de_servico_no_periodo_2020_2025
466125679,sem_ordem_de_servico_no_periodo_2020_2025
466125680,sem_ordem_de_servico_no_periodo_2020_2025
466125681,sem_ordem_de_servico_no_periodo_2020_2025
466125682,sem_ordem_de_servico_no_periodo_2020_2025
466125683,sem_ordem_de_servico_no_periodo_2020_2025
466125684,sem_ordem_de_servico_no_periodo_2020_2025
466125685,sem_ordem_de_servico_no_periodo_2020_2025
466125686,sem_ordem_de_servico_no_periodo_2020_2025
466125688,sem_ordem_de_servico_no_periodo_2020_2025
466125689,sem_ordem_de_servico_no_periodo_2020_2025
466125690,sem_ordem_de_servico_no_periodo_2020_2025
466125691,sem_ordem_de_servico_no_periodo_2020_2025
466125692,sem_ordem_de_servico_no_periodo_2020_2025
466125693,sem_ordem_de_servico_no_periodo_2020_2025
466125694,sem_ordem_de_servico_no_periodo_2020_2025
466125695,sem_ordem_de_servico_no_periodo_2020_2025
466125696,sem_ordem_de_servico_no_periodo_2020_2025
466125697,sem_ordem_de_servico_no_periodo_2020_2025
466125698,sem_ordem_de_servico_no_periodo_2020_2025
466125699,sem_ordem_de_servico_no_periodo_2020_2025
